-0.001383377	0
-0.001372354	3490.296843
-0.001361332	6978.423992
-0.001350309	10462.2131
-0.001339286	13939.49852
-0.001328263	17408.11865
-0.00131724	20865.91726
-0.001306217	24310.74487
-0.001295194	27740.46005
-0.001284171	31152.93075
-0.001273148	34546.03568
-0.001262125	37917.66554
-0.001251102	41265.72442
-0.001240079	44588.13104
-0.001229056	47882.82007
-0.001218034	51147.74341
-0.001207011	54380.87148
-0.001195988	57580.19444
-0.001184965	60743.72348
-0.001173942	63869.49203
-0.001162919	66955.55701
-0.001151896	70000
-0.001140873	73000.92847
-0.00112985	75956.47694
-0.001118827	78864.80813
-0.001107804	81724.11411
-0.001096781	84532.61745
-0.001085758	87288.57226
-0.001074735	89990.26536
-0.001063713	92636.01726
-0.00105269	95224.18329
-0.001041667	97753.15453
-0.001030644	100221.3589
-0.001019621	102627.2621
-0.001008598	104969.3684
-0.000997575	107246.222
-0.000986552	109456.4075
-0.000975529	111598.551
-0.000964506	113671.3208
-0.000953483	115673.4284
-0.00094246	117603.6292
-0.000931437	119460.7234
-0.000920414	121243.5565
-0.000909392	122951.0203
-0.000898369	124582.0532
-0.000887346	126135.6415
-0.000876323	127610.8193
-0.0008653	129006.6697
-0.000854277	130322.3248
-0.000843254	131556.9669
-0.000832231	132709.8285
-0.000821208	133780.1928
-0.000810185	134767.3946
-0.000799162	135670.8201
-0.000788139	136489.9077
-0.000777116	137224.1483
-0.000766093	137873.0854
-0.000755071	138436.3157
-0.000744048	138913.4889
-0.000733025	139304.3086
-0.000722002	139608.5316
-0.000710979	139825.969
-0.000699956	139956.4855
-0.000688933	140000
-0.00067791	139956.4855
-0.000666887	139825.969
-0.000655864	139608.5316
-0.000644841	139304.3086
-0.000633818	138913.4889
-0.000622795	138436.3157
-0.000611772	137873.0854
-0.00060075	137224.1483
-0.000589727	136489.9077
-0.000578704	135670.8201
-0.000567681	134767.3946
-0.000556658	133780.1928
-0.000545635	132709.8285
-0.000534612	131556.9669
-0.000523589	130322.3248
-0.000512566	129006.6697
-0.000501543	127610.8193
-0.00049052	126135.6415
-0.000479497	124582.0532
-0.000468474	122951.0203
-0.000457451	121243.5565
-0.000446429	119460.7234
-0.000435406	117603.6292
-0.000424383	115673.4284
-0.00041336	113671.3208
-0.000402337	111598.551
-0.000391314	109456.4075
-0.000380291	107246.222
-0.000369268	104969.3684
-0.000358245	102627.2621
-0.000347222	100221.3589
-0.000336199	97753.15453
-0.000325176	95224.18329
-0.000314153	92636.01726
-0.000303131	89990.26536
-0.000292108	87288.57226
-0.000281085	84532.61745
-0.000270062	81724.11411
-0.000259039	78864.80813
-0.000248016	75956.47694
-0.000236993	73000.92847
-0.00022597	70000
-0.000214947	66955.55701
-0.000203924	63869.49203
-0.000192901	60743.72348
-0.000181878	57580.19444
-0.000170855	54380.87148
-0.000159832	51147.74341
-0.00014881	47882.82007
-0.000137787	44588.13104
-0.000126764	41265.72442
-0.000115741	37917.66554
-0.000104718	34546.03568
-9.36949E-05	31152.93075
-8.2672E-05	27740.46005
-7.1649E-05	24310.74487
-6.06261E-05	20865.91726
-4.96032E-05	17408.11865
-3.85802E-05	13939.49852
-2.75573E-05	10462.2131
-1.65344E-05	6978.423992
-5.51146E-06	3490.296843
5.51146E-06	4.5236E-10
1.65344E-05	-3490.296843
2.75573E-05	-6978.423992
3.85802E-05	-10462.2131
4.96032E-05	-13939.49852
6.06261E-05	-17408.11865
7.1649E-05	-20865.91726
8.2672E-05	-24310.74487
9.36949E-05	-27740.46005
0.000104718	-31152.93075
0.000115741	-34546.03568
0.000126764	-37917.66554
0.000137787	-41265.72442
0.00014881	-44588.13104
0.000159832	-47882.82007
0.000170855	-51147.74341
0.000181878	-54380.87148
0.000192901	-57580.19444
0.000203924	-60743.72348
0.000214947	-63869.49203
0.00022597	-66955.55701
0.000236993	-70000
0.000248016	-73000.92847
0.000259039	-75956.47694
0.000270062	-78864.80813
